school name,school county,alat,alon,grades,schoolScore
WOOTEN ELEMENTARY,TRAVIS COUNTY,30.362610999999998,-97.72197299999999,C,41.67
LAKEWAY ELEMENTARY,TRAVIS COUNTY,30.375367999999998,-97.983122,A-,83.34
KIKER ELEMENTARY,TRAVIS COUNTY,30.194629,-97.863303,A+,100.0
DEER CREEK ELEMENTARY,WILLIAMSON COUNTY,30.475159,-97.909273,0,0.0
MANOR ELEMENTARY,TRAVIS COUNTY,30.371090999999996,-97.555126,C,41.67
DEARING ELEMENTARY,WILLIAMSON COUNTY,30.494284999999998,-97.572856,0,0.0
MANOR ELEMENTARY,TRAVIS COUNTY,30.341795,-97.560063,C,41.67
CHANDLER OAKS ELEMENTARY,WILLIAMSON COUNTY,30.553125,-97.735124,A-,83.34
LAKE POINTE ELEMENTARY,TRAVIS COUNTY,30.31673,-97.915492,A+,100.0
CASIS ELEMENTARY,TRAVIS COUNTY,30.302404,-97.787265,A,96.67
GULLETT ELEMENTARY,TRAVIS COUNTY,30.343978999999997,-97.742694,A+,100.0
HELPING HAND,TRAVIS COUNTY,30.302602,-97.733734,0,0.0
MENCHACA ELEMENTARY,TRAVIS COUNTY,30.150663,-97.817607,C-,33.33
VALLEY VIEW ELEMENTARY,TRAVIS COUNTY,30.277213,-97.857737,A-,83.34
BEE CAVE ELEMENTARY,TRAVIS COUNTY,30.296325,-97.96923699999999,B+,75.0
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.372245,-97.96741999999999,B,66.67
PRESIDENTIAL MEADOWS ELEMENTARY,TRAVIS COUNTY,30.352059000000004,-97.506488,F,0.0
POND SPRINGS ELEMENTARY,WILLIAMSON COUNTY,30.445907000000002,-97.759723,B-,58.33
WINDERMERE PRI,TRAVIS COUNTY,30.469372999999997,-97.641538,0,0.0
LAKEWAY ELEMENTARY,TRAVIS COUNTY,30.334363,-97.982704,A-,83.34
KATHY CARAWAY ELEMENTARY,TRAVIS COUNTY,30.427389,-97.778935,A,96.67
CLAYTON ELEMENTARY,TRAVIS COUNTY,30.19476,-97.900124,A,96.67
WIDEN ELEMENTARY,TRAVIS COUNTY,30.186023,-97.751641,F,0.0
HIGHLAND PARK ELEMENTARY,TRAVIS COUNTY,30.476810999999998,-97.613089,B+,75.0
DEER CREEK ELEMENTARY,WILLIAMSON COUNTY,30.488563,-97.921903,0,0.0
PIONEER CROSSING ELEMENTARY,TRAVIS COUNTY,30.374108000000003,-97.62124399999999,C+,50.0
READ PRE-K CENTER,TRAVIS COUNTY,30.354519,-97.745755,0,0.0
VALLEY VIEW ELEMENTARY,TRAVIS COUNTY,30.264767,-97.842872,A-,83.34
DEL VALLE ELEMENTARY,TRAVIS COUNTY,30.176951000000003,-97.589422,D-,8.33
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.117089,-97.72636800000001,0,0.0
BLACKLAND PRAIRIE ELEMENTARY,WILLIAMSON COUNTY,30.493881,-97.611245,A-,83.34
LAURA B NEGLEY ELEMENTARY,HAYS COUNTY,30.039459,-97.889136,C,41.67
MATHEWS ELEMENTARY,TRAVIS COUNTY,30.289537,-97.76544,B+,75.0
HARMONY SCHOOL OF SCIENCE - AUSTIN,TRAVIS COUNTY,30.399074,-97.702232,C,41.67
REILLY ELEMENTARY,TRAVIS COUNTY,30.332194,-97.727572,B-,58.33
TIMMERMAN ELEMENTARY,TRAVIS COUNTY,30.441640000000003,-97.634714,C,41.67
CLAYTON ELEMENTARY,TRAVIS COUNTY,30.192265999999996,-97.915806,A,96.67
SPICEWOOD ELEMENTARY,TRAVIS COUNTY,30.443996000000002,-97.796226,A+,100.0
CLAYTON ELEMENTARY,TRAVIS COUNTY,30.185867,-97.898884,A,96.67
VALLEY VIEW ELEMENTARY,TRAVIS COUNTY,30.27781,-97.841578,A-,83.34
WOOLDRIDGE ELEMENTARY,TRAVIS COUNTY,30.365159999999996,-97.704625,D+,25.0
ZILKER ELEMENTARY,TRAVIS COUNTY,30.25455,-97.777609,B,66.67
WIDEN ELEMENTARY,TRAVIS COUNTY,30.18621,-97.74806600000001,F,0.0
KIPP AUSTIN OBRAS,TRAVIS COUNTY,30.209279,-97.761775,C-,33.33
SHADOWGLEN ELEMENTARY,TRAVIS COUNTY,30.390334999999997,-97.550729,D+,25.0
SMITH ELEMENTARY,TRAVIS COUNTY,30.191587,-97.70144300000001,D+,25.0
MENCHACA ELEMENTARY,TRAVIS COUNTY,30.116141,-97.819987,C-,33.33
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.412404,-97.956845,B,66.67
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.31545,-97.895759,A+,100.0
REAL LEARNING ACADEMY,TRAVIS COUNTY,30.141663,-97.778765,D,16.67
BLUEBONNET ELEMENTARY,WILLIAMSON COUNTY,30.474183,-97.681498,D+,25.0
VALLEY VIEW ELEMENTARY,TRAVIS COUNTY,30.273922999999996,-97.821977,A-,83.34
SERENE HILLS ELEMENTARY,TRAVIS COUNTY,30.334191999999998,-98.004857,A-,83.34
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.328982,-97.865561,A+,100.0
GALINDO ELEMENTARY,TRAVIS COUNTY,30.227703,-97.767484,D-,8.33
BRENTWOOD ELEMENTARY,TRAVIS COUNTY,30.345176000000002,-97.725886,B+,75.0
POND SPRINGS ELEMENTARY,WILLIAMSON COUNTY,30.440975,-97.767219,B-,58.33
SHADOWGLEN ELEMENTARY,TRAVIS COUNTY,30.358464,-97.54996700000001,D+,25.0
XENIA VOIGT ELEMENTARY,WILLIAMSON COUNTY,30.50419,-97.673739,D,16.67
MILLS ELEMENTARY,TRAVIS COUNTY,30.220947999999996,-97.896395,A,96.67
CASIS ELEMENTARY,TRAVIS COUNTY,30.311194,-97.785955,A,96.67
CEDARS INTERNATIONAL ACADEMY,TRAVIS COUNTY,30.346403999999996,-97.702158,C-,33.33
HORNSBY-DUNLAP ELEMENTARY,TRAVIS COUNTY,30.254384,-97.580706,0,0.0
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.389155,-97.94694799999999,B,66.67
CANYON CREEK ELEMENTARY,TRAVIS COUNTY,30.447903999999998,-97.84043100000001,A+,100.0
BRIDGE POINT ELEMENTARY,TRAVIS COUNTY,30.362464000000003,-97.813869,A+,100.0
POPHAM ELEMENTARY,TRAVIS COUNTY,30.127817999999998,-97.617077,D-,8.33
KOCUREK ELEMENTARY,TRAVIS COUNTY,30.173684,-97.83754,C-,33.33
AUSTIN DISCOVERY SCHOOL,TRAVIS COUNTY,30.267943,-97.618685,0,0.0
LAURA WELCH BUSH ELEMENTARY,TRAVIS COUNTY,30.343238,-97.87191999999999,A,96.67
WESTSIDE ELEMENTARY,WILLIAMSON COUNTY,30.501511999999998,-97.884437,B-,58.33
DEER CREEK ELEMENTARY,WILLIAMSON COUNTY,30.481586,-97.916196,0,0.0
PFLUGERVILLE ELEMENTARY,TRAVIS COUNTY,30.418626,-97.582891,B-,58.33
VALLEY VIEW ELEMENTARY,TRAVIS COUNTY,30.298548999999998,-97.817498,A-,83.34
OAK HILL ELEMENTARY,TRAVIS COUNTY,30.242803000000002,-97.898964,C+,50.0
HORNSBY-DUNLAP ELEMENTARY,TRAVIS COUNTY,30.207663,-97.518563,0,0.0
LAGO VISTA ELEMENTARY,TRAVIS COUNTY,30.491,-97.92942,0,0.0
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.288103000000003,-97.871877,A+,100.0
POPHAM ELEMENTARY,TRAVIS COUNTY,30.123576,-97.671501,D-,8.33
WELLS BRANCH ELEMENTARY,TRAVIS COUNTY,30.438259000000002,-97.682753,C-,33.33
MAPLEWOOD ELEMENTARY,TRAVIS COUNTY,30.288177,-97.71500999999999,C-,33.33
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.296117,-97.45955,D-,8.33
PEREZ ELEMENTARY,TRAVIS COUNTY,30.177952,-97.750336,D,16.67
BOONE ELEMENTARY,TRAVIS COUNTY,30.208887,-97.84222199999999,B+,75.0
ROOSTER SPRINGS ELEMENTARY,HAYS COUNTY,30.160659000000003,-97.993674,B-,58.33
REAL LEARNING ACADEMY,TRAVIS COUNTY,30.159278000000004,-97.782382,D,16.67
PIONEER CROSSING ELEMENTARY,TRAVIS COUNTY,30.375153000000005,-97.64698,C+,50.0
RALPH PFLUGER ELEMENTARY,HAYS COUNTY,30.041446999999998,-97.829447,B,66.67
DELL CHILDREN'S MEDICAL CENTER,TRAVIS COUNTY,30.300119,-97.711252,0,0.0
BATY ELEMENTARY,TRAVIS COUNTY,30.224634000000002,-97.717153,F,0.0
HARMONY SCHOOL OF SCIENCE - AUSTIN,TRAVIS COUNTY,30.394433000000003,-97.70285,C,41.67
MILLS ELEMENTARY,TRAVIS COUNTY,30.237004,-97.90226,A,96.67
WIELAND ELEMENTARY,TRAVIS COUNTY,30.427390999999997,-97.642561,C+,50.0
BRYKER WOODS ELEMENTARY,TRAVIS COUNTY,30.301,-97.757335,A-,83.34
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.382426000000002,-97.949814,B,66.67
BRYKER WOODS ELEMENTARY,TRAVIS COUNTY,30.313516999999997,-97.749619,A-,83.34
MENCHACA ELEMENTARY,TRAVIS COUNTY,30.124296,-97.823909,C-,33.33
CYPRESS ELEMENTARY,WILLIAMSON COUNTY,30.456407000000002,-97.858612,B-,58.33
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.303619,-97.497936,D-,8.33
SPRINGHILL ELEMENTARY,TRAVIS COUNTY,30.452653,-97.640338,C,41.67
HARMONY SCHOOL OF SCIENCE - AUSTIN,TRAVIS COUNTY,30.399772,-97.699927,C,41.67
OAK HILL ELEMENTARY,TRAVIS COUNTY,30.227944,-97.86670699999999,C+,50.0
POPHAM ELEMENTARY,TRAVIS COUNTY,30.098215000000003,-97.62148499999999,D-,8.33
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.289742999999998,-97.865185,A+,100.0
TOM GREEN ELEMENTARY,HAYS COUNTY,30.07378,-97.81711700000001,D-,8.33
SUMMITT ELEMENTARY,TRAVIS COUNTY,30.417502000000002,-97.72252399999999,B-,58.33
PIONEER CROSSING ELEMENTARY,TRAVIS COUNTY,30.36324,-97.645507,C+,50.0
BOONE ELEMENTARY,TRAVIS COUNTY,30.201707,-97.830931,B+,75.0
RIOJAS ELEMENTARY,TRAVIS COUNTY,30.465171999999995,-97.56954300000001,B-,58.33
MENCHACA ELEMENTARY,TRAVIS COUNTY,30.149907000000002,-97.813348,C-,33.33
HORNSBY-DUNLAP ELEMENTARY,TRAVIS COUNTY,30.24751,-97.552628,0,0.0
ZILKER ELEMENTARY,TRAVIS COUNTY,30.247956,-97.776116,B,66.67
POND SPRINGS ELEMENTARY,WILLIAMSON COUNTY,30.44959,-97.766552,B-,58.33
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.062168,-97.716454,0,0.0
CARPENTER HILL ELEMENTARY,HAYS COUNTY,30.115525,-97.878725,B-,58.33
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.310636,-97.85250699999999,A+,100.0
REAL LEARNING ACADEMY,TRAVIS COUNTY,30.156059999999997,-97.789064,D,16.67
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.361077,-97.945885,B,66.67
THE EAST AUSTIN COLLEGE PREP AT SOUTHWEST KEY,TRAVIS COUNTY,30.261632000000002,-97.664542,C+,50.0
SERENE HILLS ELEMENTARY,TRAVIS COUNTY,30.352831,-97.990723,A-,83.34
MENCHACA ELEMENTARY,TRAVIS COUNTY,30.139533,-97.84509200000001,C-,33.33
SHADOWGLEN ELEMENTARY,TRAVIS COUNTY,30.390277,-97.517193,D+,25.0
WILLIAMS ELEMENTARY,TRAVIS COUNTY,30.189899,-97.78746,D,16.67
BEE CAVE ELEMENTARY,TRAVIS COUNTY,30.291762,-98.02308000000001,B+,75.0
VALLEY VIEW ELEMENTARY,TRAVIS COUNTY,30.299685999999998,-97.847555,A-,83.34
WESTSIDE ELEMENTARY,WILLIAMSON COUNTY,30.492038,-97.894898,B-,58.33
POPHAM ELEMENTARY,TRAVIS COUNTY,30.119488,-97.599527,D-,8.33
OAK HILL ELEMENTARY,TRAVIS COUNTY,30.250764,-97.909675,C+,50.0
LAURA WELCH BUSH ELEMENTARY,TRAVIS COUNTY,30.381967,-97.905664,A,96.67
MURCHISON ELEMENTARY,TRAVIS COUNTY,30.476587,-97.58485999999999,B+,75.0
LAKE POINTE ELEMENTARY,TRAVIS COUNTY,30.306015000000002,-97.917583,A+,100.0
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.283489000000003,-97.505798,D-,8.33
LAKE POINTE ELEMENTARY,TRAVIS COUNTY,30.322296,-97.91370400000001,A+,100.0
POPHAM ELEMENTARY,TRAVIS COUNTY,30.147327,-97.633662,D-,8.33
BEE CAVE ELEMENTARY,TRAVIS COUNTY,30.292395000000003,-97.970352,B+,75.0
SERENE HILLS ELEMENTARY,TRAVIS COUNTY,30.386159999999997,-98.005777,A-,83.34
LIVE OAK ELEMENTARY,WILLIAMSON COUNTY,30.459191999999998,-97.75625,C,41.67
MANOR ELEMENTARY,TRAVIS COUNTY,30.345951,-97.55512399999999,C,41.67
NORTHWEST ELEMENTARY,TRAVIS COUNTY,30.425078999999997,-97.68083299999999,D-,8.33
CARPENTER HILL ELEMENTARY,HAYS COUNTY,30.110549,-97.911765,B-,58.33
VALLEY VIEW ELEMENTARY,TRAVIS COUNTY,30.285381,-97.837858,A-,83.34
MATHEWS ELEMENTARY,TRAVIS COUNTY,30.272501000000002,-97.77841,B+,75.0
LAURA WELCH BUSH ELEMENTARY,TRAVIS COUNTY,30.372849,-97.909645,A,96.67
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.26646,-97.472999,D-,8.33
RIVER PLACE ELEMENTARY,TRAVIS COUNTY,30.3849,-97.851766,B+,75.0
LAURA WELCH BUSH ELEMENTARY,TRAVIS COUNTY,30.349715999999997,-97.888637,A,96.67
KOCUREK ELEMENTARY,TRAVIS COUNTY,30.169340000000002,-97.832103,C-,33.33
CALDWELL ELEMENTARY,WILLIAMSON COUNTY,30.457514,-97.658058,0,0.0
HIGHLAND PARK ELEMENTARY,TRAVIS COUNTY,30.339681,-97.760727,B+,75.0
MAPLEWOOD ELEMENTARY,TRAVIS COUNTY,30.295074,-97.71070999999999,C-,33.33
MILLS ELEMENTARY,TRAVIS COUNTY,30.208046000000003,-97.86777,A,96.67
LAKE POINTE ELEMENTARY,TRAVIS COUNTY,30.286765000000003,-97.935886,A+,100.0
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.304276,-97.879462,A+,100.0
BALDWIN ELEMENTARY,TRAVIS COUNTY,30.206915000000002,-97.935692,B+,75.0
RIOJAS ELEMENTARY,TRAVIS COUNTY,30.450461999999998,-97.56651,B-,58.33
ROOSTER SPRINGS ELEMENTARY,HAYS COUNTY,30.234181,-97.98586800000001,B-,58.33
JOLLYVILLE ELEMENTARY,WILLIAMSON COUNTY,30.439526,-97.751853,0,0.0
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.324508,-97.85845400000001,A+,100.0
GRANDVIEW HILLS ELEMENTARY,TRAVIS COUNTY,30.417907,-97.900995,B-,58.33
CLAYTON ELEMENTARY,TRAVIS COUNTY,30.213789000000002,-97.90571,A,96.67
LAKEWAY ELEMENTARY,TRAVIS COUNTY,30.357175,-97.971636,A-,83.34
REILLY ELEMENTARY,TRAVIS COUNTY,30.323344,-97.72131999999999,B-,58.33
COWAN ELEMENTARY,TRAVIS COUNTY,30.18903,-97.823385,A-,83.34
BEE CAVE ELEMENTARY,TRAVIS COUNTY,30.32692,-97.976872,B+,75.0
WALNUT CREEK ELEMENTARY,TRAVIS COUNTY,30.387658000000002,-97.674476,D-,8.33
WOOTEN ELEMENTARY,TRAVIS COUNTY,30.360551,-97.72074,C,41.67
ODOM ELEMENTARY,TRAVIS COUNTY,30.206838,-97.794951,C,41.67
LAGO VISTA ELEMENTARY,TRAVIS COUNTY,30.422798999999998,-97.947022,0,0.0
EANES ELEMENTARY,TRAVIS COUNTY,30.300878000000004,-97.80622,A-,83.34
ROOSTER SPRINGS ELEMENTARY,HAYS COUNTY,30.246245000000002,-97.994167,B-,58.33
SUMMITT ELEMENTARY,TRAVIS COUNTY,30.436778000000004,-97.715299,B-,58.33
BRIDGE POINT ELEMENTARY,TRAVIS COUNTY,30.351977,-97.84235100000001,A+,100.0
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.273163,-97.464861,D-,8.33
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.116782,-97.683835,0,0.0
REILLY ELEMENTARY,TRAVIS COUNTY,30.324587,-97.735315,B-,58.33
REAL LEARNING ACADEMY,TRAVIS COUNTY,30.144127,-97.786108,D,16.67
NEIDIG ELEMENTARY,BASTROP COUNTY,30.340737,-97.458975,0,0.0
CUNNINGHAM ELEMENTARY,TRAVIS COUNTY,30.210789000000002,-97.810913,F,0.0
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.322262,-97.53189499999999,D-,8.33
DOSS ELEMENTARY,TRAVIS COUNTY,30.373586,-97.775124,A,96.67
CANYON CREEK ELEMENTARY,TRAVIS COUNTY,30.443848,-97.836516,A+,100.0
HORNSBY-DUNLAP ELEMENTARY,TRAVIS COUNTY,30.195690999999997,-97.54606,0,0.0
HORNSBY-DUNLAP ELEMENTARY,TRAVIS COUNTY,30.195959000000002,-97.53182,0,0.0
ROOSTER SPRINGS ELEMENTARY,HAYS COUNTY,30.178025,-97.95452,B-,58.33
MILLS ELEMENTARY,TRAVIS COUNTY,30.214614,-97.875724,A,96.67
NYOS - MAGNOLIA MCCULLOUGH CAMPUS,TRAVIS COUNTY,30.385766999999998,-97.698431,0,0.0
DAWSON ELEMENTARY,TRAVIS COUNTY,30.233728999999997,-97.75330799999999,C-,33.33
DOUBLE FILE TRAIL ELEMENTARY,WILLIAMSON COUNTY,30.528503999999998,-97.647911,C,41.67
LAKE POINTE ELEMENTARY,TRAVIS COUNTY,30.292051,-97.927223,A+,100.0
PILLOW ELEMENTARY,TRAVIS COUNTY,30.365115999999997,-97.73295300000001,D,16.67
POPHAM ELEMENTARY,TRAVIS COUNTY,30.147026,-97.63148100000001,D-,8.33
PATSY SOMMER ELEMENTARY,WILLIAMSON COUNTY,30.504690999999998,-97.761778,A+,100.0
BRUSHY CREEK ELEMENTARY,WILLIAMSON COUNTY,30.506869000000002,-97.73886800000001,B+,75.0
PALM ELEMENTARY,TRAVIS COUNTY,30.156786999999998,-97.73928199999999,C,41.67
DEARING ELEMENTARY,WILLIAMSON COUNTY,30.498397999999998,-97.59311,0,0.0
BRIDGE POINT ELEMENTARY,TRAVIS COUNTY,30.323671,-97.791253,A+,100.0
ODOM ELEMENTARY,TRAVIS COUNTY,30.209294,-97.779677,C,41.67
LAURA WELCH BUSH ELEMENTARY,TRAVIS COUNTY,30.340208,-97.882385,A,96.67
WINN ELEMENTARY,TRAVIS COUNTY,30.312132000000002,-97.667879,D-,8.33
LAURA WELCH BUSH ELEMENTARY,TRAVIS COUNTY,30.359271999999997,-97.884474,A,96.67
KATHY CARAWAY ELEMENTARY,TRAVIS COUNTY,30.429115999999997,-97.770444,A,96.67
BROWN ELEMENTARY,TRAVIS COUNTY,30.345603999999998,-97.705329,D,16.67
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.363159999999997,-97.95565400000001,B,66.67
WALNUT CREEK ELEMENTARY,TRAVIS COUNTY,30.38697,-97.675496,D-,8.33
STEINER RANCH ELEMENTARY,TRAVIS COUNTY,30.398584000000003,-97.912235,A-,83.34
HIGHLAND PARK ELEMENTARY,TRAVIS COUNTY,30.32465,-97.76609300000001,B+,75.0
LAKEWAY ELEMENTARY,TRAVIS COUNTY,30.377475,-97.972303,A-,83.34
CEDAR CREEK ELEMENTARY,TRAVIS COUNTY,30.265009999999997,-97.792439,A-,83.34
MAPLEWOOD ELEMENTARY,TRAVIS COUNTY,30.288565000000002,-97.720935,C-,33.33
COWAN ELEMENTARY,TRAVIS COUNTY,30.199078999999998,-97.820617,A-,83.34
LAKE POINTE ELEMENTARY,TRAVIS COUNTY,30.297478,-97.91718,A+,100.0
OFFICER LEONARD A REED ELEMENTARY,WILLIAMSON COUNTY,30.493213,-97.821017,D-,8.33
ODOM ELEMENTARY,TRAVIS COUNTY,30.208059999999996,-97.777807,C,41.67
SUMMITT ELEMENTARY,TRAVIS COUNTY,30.415277000000003,-97.71681600000001,B-,58.33
RIVER PLACE ELEMENTARY,TRAVIS COUNTY,30.375849,-97.852085,B+,75.0
DOSS ELEMENTARY,TRAVIS COUNTY,30.376936999999998,-97.79894300000001,A,96.67
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.390602,-97.96100200000001,B,66.67
STEINER RANCH ELEMENTARY,TRAVIS COUNTY,30.409762,-97.91819100000001,A-,83.34
CASEY ELEMENTARY,TRAVIS COUNTY,30.1849,-97.80520899999999,D+,25.0
RIOJAS ELEMENTARY,TRAVIS COUNTY,30.443914000000003,-97.571945,B-,58.33
MANOR ELEMENTARY,TRAVIS COUNTY,30.376784999999998,-97.559617,C,41.67
DOSS ELEMENTARY,TRAVIS COUNTY,30.361277,-97.769166,A,96.67
CUNNINGHAM ELEMENTARY,TRAVIS COUNTY,30.217563000000002,-97.822962,F,0.0
HARRIS ELEMENTARY,TRAVIS COUNTY,30.311634,-97.688701,D,16.67
VIC ROBERTSON ELEMENTARY,WILLIAMSON COUNTY,30.521290999999998,-97.667498,D+,25.0
BROOKHOLLOW ELEMENTARY,TRAVIS COUNTY,30.450002,-97.613111,C,41.67
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.368116999999998,-97.927311,B,66.67
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.40193,-97.932526,B,66.67
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.323455,-97.53278399999999,D-,8.33
PECAN SPRINGS ELEMENTARY,TRAVIS COUNTY,30.303383,-97.66526800000001,D+,25.0
LAGO VISTA ELEMENTARY,TRAVIS COUNTY,30.428041999999998,-97.928632,0,0.0
BRUSHY CREEK ELEMENTARY,WILLIAMSON COUNTY,30.512853000000003,-97.729332,B+,75.0
LAGO VISTA ELEMENTARY,TRAVIS COUNTY,30.421255,-97.94074300000001,0,0.0
DEER CREEK ELEMENTARY,WILLIAMSON COUNTY,30.484107,-97.860506,0,0.0
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.071378000000003,-97.72949399999999,0,0.0
PECAN SPRINGS ELEMENTARY,TRAVIS COUNTY,30.309131,-97.67464100000001,D+,25.0
ST ELEMENTARYMO ELEMENTARY,TRAVIS COUNTY,30.218634,-97.77154399999999,C+,50.0
FOREST CREEK ELEMENTARY,WILLIAMSON COUNTY,30.506491999999998,-97.601267,B+,75.0
OAK HILL ELEMENTARY,TRAVIS COUNTY,30.259116,-97.8464,C+,50.0
KIKER ELEMENTARY,TRAVIS COUNTY,30.183434000000002,-97.86247,A+,100.0
PATSY SOMMER ELEMENTARY,WILLIAMSON COUNTY,30.510152,-97.75009399999999,A+,100.0
CUNNINGHAM ELEMENTARY,TRAVIS COUNTY,30.213857,-97.81746600000001,F,0.0
CEDAR CREEK ELEMENTARY,TRAVIS COUNTY,30.270266999999997,-97.793439,A-,83.34
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.281109999999998,-97.46313,D-,8.33
BLOCK HOUSE CREEK ELEMENTARY,WILLIAMSON COUNTY,30.542452,-97.807524,B,66.67
MILLS ELEMENTARY,TRAVIS COUNTY,30.226979999999998,-97.904823,A,96.67
PATSY SOMMER ELEMENTARY,WILLIAMSON COUNTY,30.512687,-97.754595,A+,100.0
FERN BLUFF ELEMENTARY,WILLIAMSON COUNTY,30.507013,-97.72332,A,96.67
RIDGETOP ELEMENTARY,TRAVIS COUNTY,30.302762,-97.71776899999999,C,41.67
COPPERFIELD ELEMENTARY,TRAVIS COUNTY,30.389734000000004,-97.662549,B-,58.33
ANDREWS ELEMENTARY,TRAVIS COUNTY,30.320589000000002,-97.684614,D-,8.33
AUSTIN DISCOVERY SCHOOL,TRAVIS COUNTY,30.273244000000002,-97.631037,0,0.0
BALDWIN ELEMENTARY,TRAVIS COUNTY,30.189795,-97.924518,B+,75.0
DEL VALLE ELEMENTARY,TRAVIS COUNTY,30.138281,-97.574836,D-,8.33
CEDAR CREEK ELEMENTARY,BASTROP COUNTY,30.099033000000002,-97.52558,C,41.67
GRAHAM ELEMENTARY,TRAVIS COUNTY,30.372126,-97.659596,B+,75.0
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.293491999999997,-97.518852,D-,8.33
BEE CAVE ELEMENTARY,TRAVIS COUNTY,30.323102000000002,-97.973887,B+,75.0
DAEP- ELEMENTARY,TRAVIS COUNTY,30.25187,-97.756568,0,0.0
PRESIDENTIAL MEADOWS ELEMENTARY,TRAVIS COUNTY,30.382348999999998,-97.503225,F,0.0
LAKEWAY ELEMENTARY,TRAVIS COUNTY,30.383088,-97.976844,A-,83.34
LAGO VISTA ELEMENTARY,TRAVIS COUNTY,30.46878,-97.95235100000001,0,0.0
HART ELEMENTARY,TRAVIS COUNTY,30.346328000000003,-97.687106,B-,58.33
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.266764000000002,-97.473642,D-,8.33
RONALD REAGAN ELEMENTARY,WILLIAMSON COUNTY,30.51313,-97.798795,B,66.67
SERENE HILLS ELEMENTARY,TRAVIS COUNTY,30.384927,-98.00625699999999,A-,83.34
BARANOFF ELEMENTARY,TRAVIS COUNTY,30.160311,-97.872646,B+,75.0
REAL LEARNING ACADEMY,TRAVIS COUNTY,30.149134000000004,-97.805213,D,16.67
ST ELEMENTARYMO ELEMENTARY,TRAVIS COUNTY,30.220761,-97.782635,C+,50.0
DEL VALLE ELEMENTARY,TRAVIS COUNTY,30.133604,-97.573115,D-,8.33
SERENE HILLS ELEMENTARY,TRAVIS COUNTY,30.338001000000002,-98.002363,A-,83.34
CASEY ELEMENTARY,TRAVIS COUNTY,30.169551000000002,-97.81897099999999,D+,25.0
BRENTWOOD ELEMENTARY,TRAVIS COUNTY,30.340360999999998,-97.726782,B+,75.0
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.076233000000002,-97.680301,0,0.0
BLACKSHEAR ELEMENTARY,TRAVIS COUNTY,30.267246999999998,-97.716712,B+,75.0
OLD TOWN ELEMENTARY,WILLIAMSON COUNTY,30.537581,-97.706357,B-,58.33
VALLEY VIEW ELEMENTARY,TRAVIS COUNTY,30.288853999999997,-97.843237,A-,83.34
DOSS ELEMENTARY,TRAVIS COUNTY,30.366637,-97.763396,A,96.67
COWAN ELEMENTARY,TRAVIS COUNTY,30.193417999999998,-97.82776899999999,A-,83.34
OAK HILL ELEMENTARY,TRAVIS COUNTY,30.243835999999998,-97.893074,C+,50.0
LAKEWAY ELEMENTARY,TRAVIS COUNTY,30.400671000000003,-97.998693,A-,83.34
CEDAR CREEK ELEMENTARY,TRAVIS COUNTY,30.27078,-97.806758,A-,83.34
BRUSHY CREEK ELEMENTARY,WILLIAMSON COUNTY,30.513315999999996,-97.747374,B+,75.0
BEE CAVE ELEMENTARY,TRAVIS COUNTY,30.287976,-98.026899,B+,75.0
BRUSHY CREEK ELEMENTARY,WILLIAMSON COUNTY,30.533571999999996,-97.758664,B+,75.0
HIGHLAND PARK ELEMENTARY,TRAVIS COUNTY,30.33721,-97.765711,B+,75.0
BARANOFF ELEMENTARY,TRAVIS COUNTY,30.164812,-97.857588,B+,75.0
SUNSET VALLEY ELEMENTARY,TRAVIS COUNTY,30.220190000000002,-97.801004,D+,25.0
